ra,dec,phot_g_mean_mag
349.2866792552,-28.4387221318,5.4290018082
295.4054350995,-65.8547334314,5.4296135902
187.7522744579,24.5671255252,5.4305024147
108.6356953335,12.1157482053,5.4308638573
243.6687871684,33.8582264313,5.4312882423
337.2927398903,26.7631791194,5.4314408302
57.5181828264,44.9677296331,5.4314513206
230.9674878584,-12.3696640667,5.4318132401
250.4738351784,-19.9241669166,5.4319000244
247.4456746512,-14.5508245573,5.4323067665
342.7635328314,85.3742334217,5.4324932098
97.1559911458,-17.4659690058,5.4328474998
200.1573832940,-52.7478972809,5.4336876869
259.5803172153,-16.3118270831,5.4337930679
187.0934528688,-39.0412204573,5.4339594841
329.0947415008,-37.2536972532,5.4345550537
69.9922544549,53.4725651234,5.4353370667
21.7149167522,-13.0564683628,5.4356999397
285.9322012157,-22.7120665874,5.4357838631
104.3271039484,37.3947133272,5.4368438721
300.0960261883,-66.9502658991,5.4369244576
135.6844253595,24.4528795229,5.4373121262
197.1158434211,-67.7967644040,5.4373755455
267.1033162060,20.5654620900,5.4375128746
287.0696200108,-19.2902933243,5.4380021095
163.5740407377,-13.7579987929,5.4380559921
290.1487183323,-0.8921425909,5.4386754036
64.4976899498,-80.2137566852,5.4388146400
306.4189096120,21.4096090644,5.4388537407
19.2711821744,44.9018137946,5.4388837814
182.7656751275,-23.6025108648,5.4393258095
228.2542118054,-61.7438104377,5.4393687248
17.9310207842,-2.2511749782,5.4396023750
350.3144870650,-26.9868190860,5.4396467209
304.8719940663,13.2166832685,5.4396700859
96.7670777057,-58.0021406055,5.4398183823
221.7715285088,-38.2910011701,5.4398851395
333.0337722826,24.9506534837,5.4400014877
176.0547818342,25.2183553917,5.4400534630
359.3861982085,-82.1699115128,5.4401493073
50.2785922484,3.6755142230,5.4406933784
185.5501028850,-68.3075467397,5.4408249855
56.2009923535,24.2892677450,5.4413247108
59.1195553075,35.0808785594,5.4416313171
37.6366638500,-22.5454571664,5.4416875839
227.1481593310,25.1086313471,5.4418640137
24.2743624417,12.1418259555,5.4418835640
109.0604265171,-15.5857553909,5.4419960976
119.4501199722,-60.3025422036,5.4420852661
337.4708227759,78.8241940523,5.4421629906
283.8790656246,-16.3774574396,5.4423017502
282.5835175249,-7.9076409568,5.4423766136
204.8758630407,52.9214560769,5.4424300194
130.3306191910,-78.9632435000,5.4426431656
211.6232992118,16.9702829533,5.4428091049
319.0740486191,-9.2146493864,5.4430155754
301.1507069929,32.2185494881,5.4437694550
118.5458564037,-35.8772694590,5.4443707466
162.7722908487,-3.0927155024,5.4443807602
108.3502216827,-22.6744150296,5.4446554184
348.7448998144,-41.1058883633,5.4447569847
340.0923766477,-30.6598046354,5.4450659752
344.8989546365,-29.4622898842,5.4451751709
289.4318187456,23.0255098942,5.4459099770
346.2913230873,-7.6937675802,5.4460372925
148.8587785869,-41.5868653329,5.4460492134
203.8804722235,-5.3958258493,5.4461708069
129.9323656719,-9.5870358551,5.4461755753
86.4750984402,49.8262875020,5.4461951256
349.1770994842,53.2124234942,5.4463863373
52.0039353428,-11.2867993835,5.4465370178
346.2181314286,-68.8199445342,5.4466047287
356.1713969633,-78.7914079327,5.4467759132
83.2813224061,-35.1394938002,5.4468078613
49.3607517432,-47.7515643775,5.4468884468
236.6438920303,55.4751278162,5.4470710754
87.5698246608,-79.3610654529,5.4474544525
91.6336803386,-23.1109628434,5.4475493431
163.7421008816,34.0345994835,5.4477739334
184.7076575469,75.1605786170,5.4478769302
8.6176166796,-52.3729234207,5.4478850365
330.8198534178,-31.4452360486,5.4479217529
97.8271124742,-51.8254952597,5.4482069016
359.2851353987,55.7056505455,5.4493103027
153.7820714343,59.9855666948,5.4495239258
56.0267907638,48.5236072572,5.4504961967
316.7536627526,38.7560727721,5.4506444931
52.4951329447,-78.3519706422,5.4515624046
93.9373452307,12.5510639193,5.4517765045
200.2399414994,-46.8799160771,5.4522128105
42.1338957918,18.2836465866,5.4522366524
297.2444977881,19.1421584578,5.4523530006
135.1905484423,-60.9637945152,5.4529733658
16.2194556375,5.6561985119,5.4529809952
185.8283794902,-11.8121667051,5.4530038834
356.8160750742,-11.9115483220,5.4531941414
0.4042171930,61.2227999775,5.4535918236
5.3701970247,-77.4269201402,5.4541311264
34.5076416514,1.7594557031,5.4543943405
286.8785163696,-28.6368368757,5.4545459747
16.0099679213,52.5018923999,5.4547657967
83.3817969242,18.5402298217,5.4549942017
120.7672660224,-32.4635088228,5.4549965858
147.6744645306,-46.9337782882,5.4552888870
278.2082258191,30.5542593482,5.4559555054
286.6576093546,28.6289717994,5.4561433792
137.9944651431,-19.7474277968,5.4564433098
202.1121602264,59.9459412262,5.4569544792
242.7063297389,75.8776197412,5.4570007324
174.5848146747,43.6252717271,5.4570312500
222.5911428979,82.5109459196,5.4572367668
132.4131079363,-40.3201622613,5.4576754570
93.7850201409,-20.2720464980,5.4576783180
44.1102738932,18.0222115603,5.4576983452
304.4771042642,34.0903246086,5.4577407837
333.4354917812,-25.1808650734,5.4577870369
275.9019493112,-75.0441893783,5.4580483437
36.2045016729,10.6104918866,5.4581584930
322.7470323367,60.4594151772,5.4582033157
139.1722834070,-8.7447557874,5.4582686424
265.4942894291,15.9528828570,5.4587426186
252.5809833345,7.2476432963,5.4588851929
127.2697493011,-47.9288914733,5.4590611458
260.9194312721,37.1468173599,5.4592022896
304.7333425725,-47.7107964172,5.4596219063
347.4360547530,-28.0885590098,5.4599795341
157.4170155200,84.2518323780,5.4608139992
72.4336970190,15.9041866204,5.4608964920
83.8146373714,-33.0792104788,5.4611134529
188.7841271713,21.8812942263,5.4612789154
104.3048356949,57.5633578216,5.4618358612
299.0052638003,16.6347634616,5.4618678093
240.7887713736,59.4106001115,5.4620623589
142.8885456468,-35.7155173358,5.4625639915
303.8488636493,33.7285654028,5.4625964165
49.4474725065,44.0249138490,5.4626021385
235.7110216150,52.3610314595,5.4630889893
122.5155742635,58.2479231010,5.4639859200
83.7853431721,9.9350188168,5.4644398689
289.9139693951,12.3747513547,5.4649538994
340.2042814750,-57.4223443562,5.4650664330
160.0474953241,-65.1001630667,5.4652285576
114.5758425520,-48.6014094857,5.4653539658
58.1735495690,-5.3612803821,5.4653944969
358.1245214900,-14.2512214065,5.4658484459
152.8031250080,37.4017684237,5.4659600258
334.2187739945,-9.0400999371,5.4661636353
286.1044265767,-31.0471682210,5.4661693573
171.4873904709,55.8506719997,5.4662098885
73.7784601753,-16.7407003424,5.4662380219
244.7965737402,49.0383032845,5.4663252831
296.5050960304,-31.9086576814,5.4669146538
187.8391403834,7.6043531261,5.4670014381
32.2884255938,-43.5168263805,5.4672079086
97.5469517824,-10.0815215325,5.4674568176
12.0991070752,5.2755394469,5.4676890373
43.9885250973,61.5212754282,5.4685206413
126.1449479414,-3.7513579181,5.4688787460
82.3485552141,-3.4464330624,5.4690694809
149.9004101530,29.6450608879,5.4691796303
95.7558839083,-63.6830584058,5.4699740410
298.1254721606,22.4539808091,5.4699869156
338.4200043573,56.6249216138,5.4703354836
149.1480719484,-33.4183982808,5.4704890251
349.8508016439,-5.1244329118,5.4705028534
45.2922277811,-7.6633254775,5.4710354805
311.5839051541,-39.1993872532,5.4710826874
39.0385136777,-30.0450060397,5.4718575478
286.7441618782,11.0711161191,5.4722771645
76.9574347928,-12.5930552426,5.4723930359
246.3507278493,37.3939784474,5.4734830856
175.8631794985,-37.1902653365,5.4736452103
229.8409031461,-9.1467400655,5.4739665985
17.5477756716,15.6738130475,5.4742608070
92.2411135844,-22.4275700111,5.4743266106
160.7573526082,26.3252722198,5.4746708870
275.3457607416,-18.8600340273,5.4751625061
32.1690699542,58.4235998463,5.4767851830
224.2986456733,16.3881083414,5.4768443108
168.5078463977,8.0602195611,5.4769325256
90.4294693565,48.9594025765,5.4776215553
233.2300287542,-16.8528949275,5.4778466225
233.1528291121,-19.6706310190,5.4780840874
227.5774733096,-26.3326703128,5.4784045219
105.5729174420,15.3359024774,5.4788784981
265.7785868867,-33.0513091144,5.4788861275
84.2657636986,17.0401782354,5.4791769981
154.0597648363,29.3103727887,5.4792098999
94.5571733479,-19.9669407171,5.4792294502
130.5674441001,-48.0990755574,5.4797921181
99.1472278448,-5.2112082018,5.4798617363
45.5647601417,-71.9023815244,5.4800858498
24.1132301693,48.7226992131,5.4801459312
157.6635322165,-61.3564207140,5.4802131653
271.5639587530,-4.7513911600,5.4803843498
64.8588772713,21.1421147095,5.4806013107
56.3161271752,-47.3595137934,5.4808115959
66.9416707671,-62.5211804969,5.4809103012
30.7507726527,64.3900082212,5.4809279442
307.3806352514,-22.3917013840,5.4809794426
247.0603715975,-37.1800181741,5.4811410904
303.8286649316,-27.0337808095,5.4813499451
330.5190266493,58.0003522152,5.4814395905
102.2405607266,-15.1447378703,5.4815044403
120.6865621213,-41.3097585094,5.4816670418
232.7312001533,64.2090369698,5.4821505547
230.4397756821,-48.3188556959,5.4821701050
299.6584526618,30.9836692610,5.4822306633
336.9429935522,31.8401753267,5.4824376106
171.4008911468,16.4565119336,5.4826412201
74.1007494979,-5.1713648310,5.4834394455
19.0209285306,25.7693536705,5.4836521149
154.1733673537,25.3707253428,5.4837727547
272.8161585064,-75.8928424297,5.4838814735
217.5357118197,-45.3214781568,5.4845747948
354.4869039984,18.4007421864,5.4849309921
73.7629372228,55.2590747695,5.4850182533
41.9490543957,81.4481621874,5.4850711823
242.4689919401,-33.5460110590,5.4854784012
325.8179975970,38.0174681825,5.4855318069
277.4868657604,-57.5232489405,5.4861297607
76.2525213123,-54.4073715452,5.4862861633
225.9447434351,47.6544148254,5.4863038063
78.6202511889,-35.9769353652,5.4865388870
204.8937188626,10.7462226408,5.4868516922
99.0951545234,-18.6598212270,5.4871344566
125.0876832435,20.7475187560,5.4872102737
96.6074425872,56.2851934320,5.4875602722
5.1626189514,-69.6248971362,5.4876303673
281.6724139089,18.7057997829,5.4879894257
337.9039397447,-85.9669798745,5.4883570671
348.9074870086,70.8880747909,5.4884133339
57.3993897614,-52.0798359103,5.4889273643
335.9849898179,31.2617606089,5.4889769554
41.3646814900,-63.7045923435,5.4890098572
323.8233754880,-3.9833268362,5.4890213013
0.2689772337,-48.8099024988,5.4891419411
77.0275968773,24.2651512956,5.4893507957
189.7642446643,-30.4224245091,5.4896683693
192.4458771604,-15.0789284492,5.4898095131
15.7046491611,31.8041244395,5.4898953438
15.6105556238,-31.5519396277,5.4901390076
269.7320952133,-36.8583129295,5.4902577400
27.9972659087,55.1473469804,5.4903678894
254.5746826456,-50.6413557945,5.4903745651
173.1980352800,-7.8275246275,5.4906940460
255.5781716103,25.5060573141,5.4909701347
58.4114927028,48.6503546470,5.4912624359
39.1592675483,12.4472510912,5.4919176102
81.9400543244,15.8739537980,5.4919605255
308.1001250882,-9.8528960205,5.4923334122
59.1153144260,-13.5975204918,5.4929447174
101.5587179860,59.4416316428,5.4930768013
165.7755724997,-60.9107202951,5.4932246208
261.7047077462,20.0810473355,5.4933686256
270.3463455053,-17.1568964196,5.4936676025
130.8013277570,12.6808787612,5.4937205315
287.0549487443,39.1548949168,5.4942312241
182.2273885221,-41.2316376152,5.4949188232
55.1597235122,-5.2107341106,5.4951119423
113.6447439163,-27.0119570750,5.4951181412
259.8020871154,-59.6946484936,5.4952797890
188.4444131958,-9.4520767757,5.4956040382
84.9319961933,75.0439921346,5.4956531525
91.9701867311,-42.1541165487,5.4960880280
66.8227049847,22.9962662935,5.4972081184
298.1573157912,-54.9710140985,5.4973983765
32.8371942358,8.5693029114,5.4974670410
225.3047543082,-38.0585518494,5.4978280067
123.5549821393,-35.4899215484,5.4978861809
33.1566259530,24.1677584698,5.4979186058
193.2665956827,-54.9524541009,5.4981560707
281.6805173136,-10.1250592336,5.4981679916
24.7163996052,-21.2752209825,5.4982848167
39.0283845066,6.8933391076,5.4983196259
328.7214436401,56.6112146700,5.4985866547
208.3037137015,17.9328916320,5.4988512993
129.7984821626,65.0212969989,5.4989767075
125.9518773855,53.2192748590,5.4995050430
312.8676770610,28.2504819369,5.4997968674
316.0197452781,-5.8230917184,5.4998230934
22.9302012826,-30.2833590427,5.4998841286
58.5963902479,-40.3569741490,5.5000987053
22.5956511942,-26.2078453000,5.5001192093
302.6398313749,26.9042239584,5.5001626015
218.7044943260,-60.9642799387,5.5002026558
107.0142884238,-11.9232656661,5.5002369881
221.3073697168,32.7880437049,5.5002427101
281.6966933552,-29.6318104417,5.5003547668
178.9189352311,15.6468277589,5.5004816055
42.8734132704,15.0819580790,5.5005884171
1.0826877290,-16.5293073983,5.5006031990
70.7666512824,-70.9308731194,5.5006642342
235.2423868347,-47.7362835844,5.5007085800
181.3158756560,76.9053231592,5.5010714531
93.8920679294,-0.5131597514,5.5015096664
95.1510025711,-34.1440515328,5.5016679764
297.7962087255,-2.4611693733,5.5017108917
322.1035257783,8.1955306189,5.5019130707
234.4500242523,-23.1420634474,5.5020647049
321.3326772634,46.7145552942,5.5023260117
355.5874347981,64.5153749516,5.5025448799
343.5297175281,40.3770308404,5.5032758713
253.9907123940,-33.5068426835,5.5033197403
345.9985685671,-41.4786437931,5.5033698082
305.5142977474,24.4460723084,5.5039353371
319.3094968800,55.7980618667,5.5040817261
325.1628058158,54.3246627793,5.5042033195
67.1339276912,1.3807346002,5.5045633316
79.0171918198,11.3413283324,5.5046916008
4.2376197944,61.5331703400,5.5047097206
240.1983981731,-8.4114198114,5.5047736168
126.8195715136,-70.0932802816,5.5049338341
142.5932480113,-15.5776455516,5.5050487518
290.5900187705,-0.2524479397,5.5057258606
263.6931482421,-11.2419844859,5.5057311058
254.4592520377,-39.1157089604,5.5057387352
230.8021322223,30.2871138377,5.5057439804
342.8924570935,85.0463911447,5.5057845116
65.0479693755,50.9209073261,5.5060334206
230.5363660823,-32.1896874141,5.5060806274
278.4862009294,52.3535215133,5.5061044693
258.1359097333,62.8745432295,5.5063004494
224.0967635077,49.6274456798,5.5065574646
209.0815092709,-46.5933537093,5.5070748329
83.1583463862,0.0118813865,5.5071792603
314.7680588639,4.2928335054,5.5073556900
73.8278033690,-16.4175648264,5.5079331398
260.7797400864,-56.5255339357,5.5079789162
145.2598208996,-57.2596968056,5.5081572533
24.9513174155,-56.1932513848,5.5083017349
89.8407130270,49.9245271003,5.5083308220
140.5999500111,-46.0473372394,5.5083923340
281.2982453676,-61.0952962194,5.5084090233
256.3334175282,54.4703527130,5.5084972382
124.8212857808,62.5071943684,5.5086073875
122.6128943323,25.5057877567,5.5087924004
80.7095645643,41.0292707293,5.5092644691
336.1129792901,-13.5293075112,5.5107436180
246.4273311911,78.9643257755,5.5108208656
64.9909642433,14.0351197243,5.5111136436
353.7058849628,-15.2463885747,5.5113639832
237.2365199828,-3.8184782884,5.5113778114
153.5372101283,-23.8138981458,5.5114822388
84.2995405432,-80.4644583174,5.5115804672
340.5866823904,53.9087106008,5.5118088722
245.1053749903,-55.1397700115,5.5120363235
351.7609711241,87.3075826787,5.5121345520
150.1816204535,-82.2145317254,5.5122828484
87.5544820426,4.4232340847,5.5124397278
30.7413977665,33.2841025013,5.5128278732
249.0474906220,52.9001752370,5.5129098892
92.8846081331,24.4200236822,5.5129203796
317.3502273753,-73.1745454841,5.5129413605
68.3903113666,-62.8237601661,5.5130205154
343.8321484273,-29.6124854677,5.5132980347
224.7227781885,-11.1442972113,5.5144295692
339.1474458985,-31.6639683901,5.5147070885
206.7952109367,-62.5897160677,5.5151181221
209.6659901000,14.6490107530,5.5153331757
76.6241550036,61.1693902857,5.5160899162
35.5208015209,-17.6624309480,5.5167379379
329.2347575205,12.0764320378,5.5169668198
61.4069894738,-27.6513893166,5.5173172951
260.3893027946,16.7311547736,5.5176639557
330.2725476543,13.1195667942,5.5178651810
267.8977982233,-60.1641261640,5.5179634094
108.3853274268,-44.6382725760,5.5180749893
197.3019058985,10.0224662610,5.5187411308
123.0535535700,17.6469817741,5.5187602043
280.9057070036,-64.5516369690,5.5187778473
234.5681469295,-21.0165926282,5.5189433098
349.2420354292,-62.0013137703,5.5190029144
139.2820943200,-14.5740920707,5.5190963745
239.3387975881,-36.1854165223,5.5191636086
342.4871173065,41.0512102860,5.5193552971
293.7338955305,33.7955151114,5.5194678307
310.1351821319,-16.1238423139,5.5195789337
240.2128702034,4.4276823184,5.5198435783
300.8183847395,18.5009068939,5.5200171471
290.1028949608,-10.5603647786,5.5201163292
313.9108878012,12.5687004952,5.5205736160
206.8058404300,-9.7096712159,5.5206832886
75.6893280541,-4.2101096706,5.5208992958
334.2770608297,-5.3870821247,5.5209622383
263.3449666892,19.2562731010,5.5210046768
113.2985364411,3.2905689439,5.5210309029
173.0682516830,-29.2603780987,5.5212674141
269.2810803984,-23.9392555787,5.5213317871
71.0334995485,-18.6666630867,5.5213685036
17.5772732208,42.0812892657,5.5214457512
217.6891412371,4.7722291695,5.5217781067
6.0653369893,52.0198995075,5.5217828751
65.1717991758,6.1305996418,5.5220589638
100.1344516710,71.7488353386,5.5223526955
230.7930223984,-60.6572821506,5.5230741501
137.2980681302,-12.3577010046,5.5232229233
337.1587096429,-67.4893782188,5.5232596397
315.7575954841,14.7300484418,5.5236053467
111.9964559390,-29.1558821533,5.5238075256
284.3191014630,2.5352917961,5.5238132477
157.0088563803,-49.4060047143,5.5239515305
171.0459925253,-72.2566179871,5.5245642662
82.7818144438,-20.8638458019,5.5250425339
77.1959157686,-34.5169431821,5.5251770020
111.7478121912,-23.0860068936,5.5251841545
251.8318624920,-58.3415373625,5.5253353119
213.8501530738,-18.2007435794,5.5256276131
335.5104278438,-84.6662906458,5.5257802010
300.0850604376,-33.7047373180,5.5258693695
278.6282911156,51.7821393365,5.5259408951
239.2717381513,-16.0345638359,5.5259447098
103.2647533017,35.7879815891,5.5264186859
299.4394100382,16.7892432680,5.5264592171
221.5283198932,-23.1532990783,5.5267305374
245.6210645003,-43.9121106948,5.5269556046
289.7499847588,-15.5378183442,5.5269737244
333.4556348211,45.4406300982,5.5271115303
298.6295836121,24.3193810986,5.5272679329
313.0362299773,-5.5070840891,5.5275449753
